company_id,year,free_cash_flow,cfo_quality,capex_intensity,fcf_conversion_rate,capital_pattern
CHOLAFIN,Mar 2014,-2530.0,Accrual Risk,Asset Light,-271.46,Growth Funded by Debt
CHOLAFIN,Mar 2015,-2304.0,Accrual Risk,Asset Light,-217.15,Growth Funded by Debt
CHOLAFIN,Mar 2016,-2946.0,Accrual Risk,Moderate,-232.7,Growth Funded by Debt
CHOLAFIN,Mar 2017,-1690.0,Accrual Risk,Moderate,-127.84,Growth Funded by Debt
CHOLAFIN,Mar 2018,-7986.0,Accrual Risk,Asset Light,-550.38,Growth Funded by Debt
CHOLAFIN,Mar 2019,-9328.0,Accrual Risk,Asset Light,-571.57,Growth Funded by Debt
CHOLAFIN,Mar 2020,-2129.0,Accrual Risk,Asset Light,-87.94,Growth Funded by Debt
CHOLAFIN,Mar 2021,-10594.0,Accrual Risk,Capital Intensive,-363.68,Growth Funded by Debt
CHOLAFIN,Mar 2022,-3931.0,Accrual Risk,Capital Intensive,-134.35,Distress Signal
CHOLAFIN,Mar 2023,-29253.0,Accrual Risk,Capital Intensive,-807.87,Growth Funded by Debt
CHOLAFIN,Mar 2024,-38538.0,Accrual Risk,Capital Intensive,-715.65,Growth Funded by Debt
CIPLA,Mar 2013,-665.0,Moderate,Capital Intensive,-10.96,Mixed
CIPLA,Mar 2014,298.0,High Quality,Capital Intensive,3.71,Shareholder Returns
CIPLA,Mar 2015,223.0,Moderate,Capital Intensive,2.43,Mixed
CIPLA,Mar 2016,-2792.0,High Quality,Capital Intensive,-24.69,Mixed
CIPLA,Mar 2017,1078.0,High Quality,Capital Intensive,9.06,Shareholder Returns
CIPLA,Mar 2018,629.0,High Quality,Moderate,5.1,Shareholder Returns
CIPLA,Mar 2019,3.0,High Quality,Capital Intensive,0.02,Shareholder Returns
CIPLA,Mar 2020,3182.0,High Quality,Asset Light,22.85,Liquidating Assets
CIPLA,Mar 2021,1381.0,High Quality,Capital Intensive,9.26,Shareholder Returns
CIPLA,Mar 2022,1468.0,High Quality,Capital Intensive,8.53,Shareholder Returns
CIPLA,Mar 2023,862.0,High Quality,Capital Intensive,4.86,Shareholder Returns
CIPLA,Mar 2024,1152.0,Moderate,Capital Intensive,5.91,Reinvestor
COALINDIA,Mar 2013,7276.0,Moderate,Asset Light,14.49,Reinvestor
COALINDIA,Mar 2014,23105.0,Moderate,Capital Intensive,43.72,Liquidating Assets
COALINDIA,Mar 2015,15276.0,High Quality,Asset Light,26.91,Liquidating Assets
COALINDIA,Mar 2016,21308.0,Moderate,Capital Intensive,36.03,Liquidating Assets
COALINDIA,Mar 2017,16916.0,High Quality,Asset Light,25.74,Liquidating Assets
COALINDIA,Mar 2018,13368.0,High Quality,Capital Intensive,17.6,Shareholder Returns
COALINDIA,Mar 2019,8460.0,Moderate,Moderate,11.34,Reinvestor
COALINDIA,Mar 2020,6010.0,Accrual Risk,Asset Light,8.07,Liquidating Assets
COALINDIA,Mar 2021,10774.0,Moderate,Asset Light,15.09,Liquidating Assets
COALINDIA,Mar 2022,15392.0,High Quality,Capital Intensive,18.11,Shareholder Returns
COALINDIA,Mar 2023,12269.0,High Quality,Capital Intensive,13.05,Shareholder Returns
COALINDIA,Mar 2024,13617.0,Accrual Risk,Moderate,14.43,Reinvestor
DABUR,Mar 2013,248.0,High Quality,Capital Intensive,25.0,Shareholder Returns
DABUR,Mar 2014,994.0,High Quality,Asset Light,85.54,Shareholder Returns
DABUR,Mar 2015,171.0,Moderate,Capital Intensive,12.95,Reinvestor
DABUR,Mar 2016,457.0,Moderate,Capital Intensive,30.11,Reinvestor
DABUR,Mar 2017,420.0,Moderate,Capital Intensive,27.78,Reinvestor
DABUR,Mar 2018,551.0,Moderate,Moderate,34.08,Reinvestor
DABUR,Mar 2019,1837.0,High Quality,Moderate,105.57,Liquidating Assets
DABUR,Mar 2020,1097.0,High Quality,Moderate,61.22,Shareholder Returns
DABUR,Mar 2021,711.0,High Quality,Capital Intensive,35.51,Shareholder Returns
DABUR,Mar 2022,529.0,High Quality,Capital Intensive,23.49,Shareholder Returns
DABUR,Mar 2023,905.0,Moderate,Moderate,41.86,Reinvestor
DABUR,Mar 2024,1042.0,High Quality,Moderate,43.42,Shareholder Returns
DIVISLAB,Mar 2013,225.0,Moderate,Capital Intensive,27.57,Reinvestor
DIVISLAB,Mar 2014,252.0,Moderate,Capital Intensive,24.75,Reinvestor
DIVISLAB,Mar 2015,305.0,Moderate,Capital Intensive,26.0,Reinvestor
DIVISLAB,Mar 2016,632.0,Moderate,Capital Intensive,44.41,Reinvestor
DIVISLAB,Mar 2017,10.0,High Quality,Capital Intensive,0.69,Mixed
DIVISLAB,Mar 2018,298.0,Moderate,Capital Intensive,23.48,Reinvestor
DIVISLAB,Mar 2019,269.0,Moderate,Capital Intensive,14.35,Reinvestor
DIVISLAB,Mar 2020,1133.0,Moderate,Asset Light,62.05,Reinvestor
DIVISLAB,Mar 2021,2022.0,Moderate,Asset Light,70.53,Liquidating Assets
DIVISLAB,Mar 2022,-283.0,Moderate,Capital Intensive,-7.28,Reinvestor
DIVISLAB,Mar 2023,-248.0,High Quality,Capital Intensive,-10.46,Shareholder Returns
DIVISLAB,Mar 2024,992.0,Moderate,Moderate,44.89,Reinvestor
DLF,Mar 2013,4004.0,High Quality,Capital Intensive,152.07,Liquidating Assets
DLF,Mar 2014,5392.0,High Quality,Capital Intensive,216.29,Liquidating Assets
DLF,Mar 2015,2135.0,High Quality,Asset Light,70.84,Liquidating Assets
DLF,Mar 2016,2139.0,High Quality,Capital Intensive,53.93,Shareholder Returns
DLF,Mar 2017,-26.0,Accrual Risk,Capital Intensive,-0.75,Distress Signal
DLF,Mar 2018,-1832.0,Accrual Risk,Capital Intensive,-77.04,Reinvestor
DLF,Mar 2019,2046.0,High Quality,Asset Light,95.25,Cash Accumulator
DLF,Mar 2020,6864.0,Accrual Risk,Capital Intensive,598.95,Liquidating Assets
DLF,Mar 2021,1610.0,High Quality,Asset Light,109.6,Liquidating Assets
DLF,Mar 2022,3099.0,High Quality,Moderate,177.8,Liquidating Assets
DLF,Mar 2023,1914.0,High Quality,Capital Intensive,110.89,Shareholder Returns
DLF,Mar 2024,1010.0,Moderate,Capital Intensive,47.55,Mixed
DMART,Mar 2013,-104.0,High Quality,Moderate,-48.37,Mixed
DMART,Mar 2014,-72.0,High Quality,Moderate,-21.11,Mixed
DMART,Mar 2015,-252.0,High Quality,Moderate,-55.26,Mixed
DMART,Mar 2016,-200.0,High Quality,Moderate,-30.12,Mixed
DMART,Mar 2017,-2027.0,Moderate,Capital Intensive,-209.18,Mixed
DMART,Mar 2018,1194.0,Moderate,Moderate,88.25,Liquidating Assets
DMART,Mar 2019,-151.0,Moderate,Moderate,-9.25,Mixed
DMART,Mar 2020,-3377.0,Moderate,Capital Intensive,-158.69,Mixed
DMART,Mar 2021,265.0,High Quality,Moderate,15.19,Shareholder Returns
DMART,Mar 2022,83.0,Moderate,Moderate,3.32,Reinvestor
DMART,Mar 2023,317.0,High Quality,Moderate,8.71,Shareholder Returns
DMART,Mar 2024,278.0,High Quality,Moderate,6.77,Shareholder Returns
DRREDDY,Mar 2013,-59.0,Moderate,Capital Intensive,-2.21,Reinvestor
DRREDDY,Mar 2014,366.0,High Quality,Capital Intensive,11.26,Shareholder Returns
DRREDDY,Mar 2015,154.0,High Quality,Capital Intensive,4.39,Shareholder Returns
DRREDDY,Mar 2016,1653.0,High Quality,Capital Intensive,46.11,Shareholder Returns
DRREDDY,Mar 2017,254.0,High Quality,Capital Intensive,10.28,Shareholder Returns
DRREDDY,Mar 2018,320.0,High Quality,Capital Intensive,13.61,Shareholder Returns
DRREDDY,Mar 2019,2101.0,High Quality,Moderate,66.11,Shareholder Returns
DRREDDY,Mar 2020,2489.0,High Quality,Asset Light,100.48,Shareholder Returns
DRREDDY,Mar 2021,1315.0,High Quality,Capital Intensive,33.94,Shareholder Returns
DRREDDY,Mar 2022,246.0,High Quality,Capital Intensive,6.53,Shareholder Returns
DRREDDY,Mar 2023,1779.0,High Quality,Capital Intensive,27.5,Shareholder Returns
DRREDDY,Mar 2024,509.0,Moderate,Capital Intensive,6.42,Reinvestor
EICHERMOT,Dec 2012,-277.0,High Quality,Capital Intensive,-50.36,Shareholder Returns
EICHERMOT,Dec 2013,-74.0,High Quality,Capital Intensive,-10.35,Shareholder Returns
EICHERMOT,Dec 2014,-167.0,High Quality,Capital Intensive,-14.94,Shareholder Returns
EICHERMOT,Mar 2016,462.0,High Quality,Capital Intensive,27.34,Shareholder Returns
EICHERMOT,Mar 2017,-36.0,High Quality,Capital Intensive,-1.66,Mixed
EICHERMOT,Mar 2018,337.0,High Quality,Capital Intensive,12.0,Shareholder Returns
EICHERMOT,Mar 2019,915.0,Moderate,Moderate,31.51,Reinvestor
EICHERMOT,Mar 2020,186.0,Moderate,Capital Intensive,8.52,Reinvestor
EICHERMOT,Mar 2021,66.0,High Quality,Capital Intensive,3.7,Shareholder Returns
EICHERMOT,Mar 2022,544.0,Moderate,Capital Intensive,24.98,Reinvestor
EICHERMOT,Mar 2023,426.0,Moderate,Capital Intensive,12.36,Reinvestor
EICHERMOT,Mar 2024,890.0,Moderate,Capital Intensive,20.56,Reinvestor
GAIL,Mar 2013,-2023.0,High Quality,Capital Intensive,-27.24,Mixed
GAIL,Mar 2014,149.0,Moderate,Moderate,1.87,Reinvestor
GAIL,Mar 2015,1405.0,High Quality,Moderate,24.95,Shareholder Returns
GAIL,Mar 2016,3056.0,High Quality,Asset Light,67.37,Shareholder Returns
GAIL,Mar 2017,5690.0,High Quality,Asset Light,94.5,Shareholder Returns
GAIL,Mar 2018,6109.0,High Quality,Moderate,78.3,Shareholder Returns
GAIL,Mar 2019,2283.0,High Quality,Moderate,22.97,Shareholder Returns
GAIL,Mar 2020,46.0,Moderate,Capital Intensive,0.51,Mixed
GAIL,Mar 2021,4353.0,High Quality,Capital Intensive,60.08,Shareholder Returns
GAIL,Mar 2022,3930.0,Moderate,Moderate,25.92,Reinvestor
GAIL,Mar 2023,-4248.0,Moderate,Moderate,-56.64,Mixed
GAIL,Mar 2024,4360.0,High Quality,Moderate,30.46,Shareholder Returns
GODREJCP,Mar 2013,-45.0,Moderate,Capital Intensive,-4.52,Mixed
GODREJCP,Mar 2014,622.0,High Quality,Moderate,53.21,Shareholder Returns
GODREJCP,Mar 2015,-209.0,High Quality,Capital Intensive,-15.16,Shareholder Returns
GODREJCP,Mar 2016,225.0,High Quality,Moderate,13.58,Shareholder Returns
GODREJCP,Mar 2017,-383.0,High Quality,Capital Intensive,-20.08,Mixed
GODREJCP,Mar 2018,1387.0,High Quality,Moderate,66.55,Shareholder Returns
GODREJCP,Mar 2019,2003.0,Moderate,Asset Light,93.95,Liquidating Assets
GODREJCP,Mar 2020,1036.0,High Quality,Moderate,48.1,Shareholder Returns
GODREJCP,Mar 2021,1738.0,High Quality,Asset Light,72.45,Shareholder Returns
GODREJCP,Mar 2022,607.0,Moderate,Moderate,25.2,Reinvestor
GODREJCP,Mar 2023,397.0,High Quality,Capital Intensive,16.25,Shareholder Returns
GODREJCP,Mar 2024,-1365.0,Accrual Risk,Capital Intensive,-46.16,Mixed
GRASIM,Mar 2013,-1445.0,High Quality,Capital Intensive,-24.39,Mixed
GRASIM,Mar 2014,1213.0,High Quality,Capital Intensive,24.68,Shareholder Returns
GRASIM,Mar 2015,2235.0,High Quality,Moderate,43.45,Shareholder Returns
GRASIM,Mar 2016,1353.0,High Quality,Capital Intensive,22.89,Shareholder Returns
GRASIM,Mar 2017,3779.0,High Quality,Capital Intensive,51.16,Shareholder Returns
GRASIM,Mar 2018,-2594.0,Accrual Risk,Asset Light,-22.34,Distress Signal
GRASIM,Mar 2019,-3871.0,Accrual Risk,Asset Light,-23.26,Growth Funded by Debt
GRASIM,Mar 2020,5256.0,High Quality,Capital Intensive,50.67,Shareholder Returns
GRASIM,Mar 2021,7929.0,High Quality,Capital Intensive,42.55,Shareholder Returns
GRASIM,Mar 2022,5985.0,Moderate,Asset Light,29.29,Reinvestor
GRASIM,Mar 2023,-26397.0,Accrual Risk,Capital Intensive,-122.27,Growth Funded by Debt
GRASIM,Mar 2024,-33833.0,Accrual Risk,Capital Intensive,-124.41,Growth Funded by Debt
HAL,Mar 2017,2598.0,Accrual Risk,Capital Intensive,80.28,Other
HAL,Mar 2018,-140.0,Accrual Risk,Moderate,-4.05,Other
HAL,Mar 2019,-2402.0,Accrual Risk,Capital Intensive,-52.57,Distress Signal
HAL,Mar 2020,203.0,Moderate,Moderate,4.16,Mixed
HAL,Mar 2021,13934.0,High Quality,Moderate,260.89,Shareholder Returns
HAL,Mar 2022,-2609.0,High Quality,Capital Intensive,-48.14,Shareholder Returns
HAL,Mar 2023,3102.0,High Quality,Capital Intensive,46.51,Shareholder Returns
HAL,Mar 2024,1814.0,High Quality,Capital Intensive,18.61,Shareholder Returns
HAVELLS,Mar 2013,494.0,High Quality,Asset Light,73.29,Shareholder Returns
HAVELLS,Mar 2014,492.0,High Quality,Moderate,63.32,Shareholder Returns
HAVELLS,Mar 2015,478.0,High Quality,Moderate,63.31,Shareholder Returns
HAVELLS,Mar 2016,392.0,Accrual Risk,Asset Light,49.25,Reinvestor
HAVELLS,Mar 2017,547.0,High Quality,Moderate,67.12,Shareholder Returns
HAVELLS,Mar 2018,154.0,High Quality,Capital Intensive,14.91,Shareholder Returns
HAVELLS,Mar 2019,686.0,Moderate,Asset Light,57.7,Liquidating Assets
HAVELLS,Mar 2020,279.0,High Quality,Moderate,26.15,Shareholder Returns
HAVELLS,Mar 2021,-103.0,Moderate,Moderate,-6.48,Mixed
HAVELLS,Mar 2022,969.0,High Quality,Moderate,54.59,Shareholder Returns
HAVELLS,Mar 2023,596.0,Moderate,Asset Light,36.77,Liquidating Assets
HAVELLS,Mar 2024,335.0,High Quality,Capital Intensive,17.81,Shareholder Returns
HCLTECH,Jun 2013,2131.0,High Quality,Capital Intensive,37.52,Shareholder Returns
HCLTECH,Jun 2014,1615.0,Moderate,Capital Intensive,20.1,Reinvestor
HCLTECH,Jun 2015,3451.0,Moderate,Moderate,40.67,Reinvestor
HCLTECH,Mar 2016,1615.0,Accrual Risk,Capital Intensive,,Reinvestor
HCLTECH,Mar 2017,5105.0,High Quality,Capital Intensive,49.13,Shareholder Returns
HCLTECH,Mar 2018,6092.0,Moderate,Moderate,54.17,Reinvestor
HCLTECH,Mar 2019,5715.0,Moderate,Moderate,41.04,Reinvestor
HCLTECH,Mar 2020,1027.0,High Quality,Capital Intensive,5.93,Shareholder Returns
HCLTECH,Mar 2021,13953.0,High Quality,Moderate,69.6,Shareholder Returns
HCLTECH,Mar 2022,18497.0,High Quality,Asset Light,90.1,Liquidating Assets
HCLTECH,Mar 2023,14436.0,High Quality,Moderate,63.8,Shareholder Returns
HCLTECH,Mar 2024,15840.0,High Quality,Moderate,65.46,Shareholder Returns
HDFCBANK,Mar 2013,-6749.0,Accrual Risk,Asset Light,-53.43,Growth Funded by Debt
HDFCBANK,Mar 2014,3112.0,Accrual Risk,Asset Light,23.04,Mixed
HDFCBANK,Mar 2015,-22081.0,Accrual Risk,Asset Light,-136.61,Growth Funded by Debt
HDFCBANK,Mar 2016,-35272.0,Accrual Risk,Asset Light,-175.88,Growth Funded by Debt
HDFCBANK,Mar 2017,16136.0,High Quality,Asset Light,67.64,Shareholder Returns
HDFCBANK,Mar 2018,16372.0,Moderate,Asset Light,55.44,Mixed
HDFCBANK,Mar 2019,-64375.0,Accrual Risk,Asset Light,-184.69,Growth Funded by Debt
HDFCBANK,Mar 2020,-18272.0,Accrual Risk,Asset Light,-40.19,Growth Funded by Debt
HDFCBANK,Mar 2021,40653.0,High Quality,Asset Light,77.5,Shareholder Returns
HDFCBANK,Mar 2022,-14011.0,Accrual Risk,Asset Light,-24.77,Growth Funded by Debt
HDFCBANK,Mar 2023,17822.0,Accrual Risk,Asset Light,28.27,Mixed
HDFCBANK,Mar 2024,35669.0,Accrual Risk,Moderate,20.48,Liquidating Assets
HDFCLIFE,Mar 2013,,Accrual Risk,Capital Intensive,,Pre-Revenue
HDFCLIFE,Mar 2014,,Accrual Risk,Capital Intensive,,Pre-Revenue
HDFCLIFE,Mar 2015,945.0,High Quality,Capital Intensive,3.59,Shareholder Returns
HDFCLIFE,Mar 2016,1725.0,High Quality,Capital Intensive,10.04,Shareholder Returns
HDFCLIFE,Mar 2017,1053.0,High Quality,Capital Intensive,3.55,Shareholder Returns
HDFCLIFE,Mar 2018,2318.0,High Quality,Capital Intensive,7.43,Shareholder Returns
HDFCLIFE,Mar 2019,-314.0,High Quality,Capital Intensive,-0.83,Shareholder Returns
HDFCLIFE,Mar 2020,-401.0,High Quality,Capital Intensive,-1.42,Mixed
HDFCLIFE,Mar 2021,751.0,High Quality,Capital Intensive,1.07,Mixed
HDFCLIFE,Mar 2022,5142.0,High Quality,Asset Light,7.75,Shareholder Returns
HDFCLIFE,Mar 2023,-3188.0,High Quality,Capital Intensive,-4.55,Mixed
HDFCLIFE,Mar 2024,-2893.0,High Quality,Capital Intensive,-2.87,Shareholder Returns
HEROMOTOCO,Mar 2014,1347.0,High Quality,Moderate,6.2,Shareholder Returns
HEROMOTOCO,Mar 2015,2217.0,Moderate,Asset Light,9.23,Liquidating Assets
HEROMOTOCO,Mar 2016,1422.0,High Quality,Capital Intensive,5.92,Shareholder Returns
HEROMOTOCO,Mar 2017,2035.0,High Quality,Moderate,8.47,Shareholder Returns
HEROMOTOCO,Mar 2018,2159.0,High Quality,Moderate,7.96,Shareholder Returns
HEROMOTOCO,Mar 2019,2330.0,Accrual Risk,Moderate,8.05,Liquidating Assets
HEROMOTOCO,Mar 2020,2699.0,High Quality,Capital Intensive,10.72,Shareholder Returns
HEROMOTOCO,Mar 2021,1821.0,High Quality,Moderate,6.77,Shareholder Returns
HEROMOTOCO,Mar 2022,1882.0,Moderate,Asset Light,7.16,Reinvestor
HEROMOTOCO,Mar 2023,2193.0,Moderate,Asset Light,7.3,Reinvestor
HEROMOTOCO,Mar 2024,3095.0,High Quality,Moderate,9.51,Shareholder Returns
HINDALCO,Mar 2013,-10824.0,Moderate,Capital Intensive,-14.93,Mixed
HINDALCO,Mar 2014,-139.0,High Quality,Capital Intensive,-0.17,Mixed
HINDALCO,Mar 2015,3270.0,High Quality,Moderate,3.43,Shareholder Returns
HINDALCO,Mar 2016,8468.0,Accrual Risk,Moderate,9.31,Reinvestor
HINDALCO,Mar 2017,9811.0,High Quality,Asset Light,11.17,Shareholder Returns
HINDALCO,Mar 2018,16231.0,High Quality,Moderate,15.99,Liquidating Assets
HINDALCO,Mar 2019,6521.0,High Quality,Moderate,5.67,Shareholder Returns
HINDALCO,Mar 2020,5518.0,High Quality,Moderate,5.31,Mixed
HINDALCO,Mar 2021,-8048.0,High Quality,Capital Intensive,-7.03,Shareholder Returns
HINDALCO,Mar 2022,10065.0,High Quality,Moderate,6.04,Shareholder Returns
HINDALCO,Mar 2023,11649.0,High Quality,Moderate,5.81,Shareholder Returns
HINDALCO,Mar 2024,9789.0,High Quality,Moderate,5.1,Shareholder Returns
HINDUNILVR,Mar 2013,3668.0,Moderate,Asset Light,16.1,Liquidating Assets
HINDUNILVR,Mar 2014,3343.0,Moderate,Asset Light,13.66,Reinvestor
HINDUNILVR,Mar 2015,3430.0,Moderate,Asset Light,12.91,Liquidating Assets
HINDUNILVR,Mar 2016,3889.0,High Quality,Asset Light,14.8,Shareholder Returns
HINDUNILVR,Mar 2017,4012.0,High Quality,Moderate,14.95,Shareholder Returns
HINDUNILVR,Mar 2018,4996.0,High Quality,Asset Light,17.81,Shareholder Returns
HINDUNILVR,Mar 2019,5362.0,Moderate,Asset Light,17.62,Reinvestor
HINDUNILVR,Mar 2020,9414.0,High Quality,Moderate,31.46,Liquidating Assets
HINDUNILVR,Mar 2021,7935.0,High Quality,Asset Light,22.41,Shareholder Returns
HINDUNILVR,Mar 2022,7320.0,High Quality,Moderate,18.49,Shareholder Returns
HINDUNILVR,Mar 2023,8507.0,Moderate,Asset Light,18.32,Reinvestor
HINDUNILVR,Mar 2024,10145.0,High Quality,Capital Intensive,21.48,Shareholder Returns
ICICIBANK,Mar 2013,-1069.0,High Quality,Capital Intensive,-3.37,Mixed
ICICIBANK,Mar 2014,-8985.0,Moderate,Capital Intensive,-27.35,Mixed
ICICIBANK,Mar 2015,-25448.0,Accrual Risk,Capital Intensive,-65.65,Growth Funded by Debt
ICICIBANK,Mar 2016,11585.0,High Quality,Capital Intensive,22.17,Mixed
ICICIBANK,Mar 2017,50925.0,High Quality,Asset Light,79.77,Shareholder Returns
ICICIBANK,Mar 2018,-31168.0,High Quality,Capital Intensive,-42.81,Mixed
ICICIBANK,Mar 2019,18389.0,High Quality,Capital Intensive,21.95,Shareholder Returns
ICICIBANK,Mar 2020,37470.0,High Quality,Capital Intensive,43.9,Mixed
ICICIBANK,Mar 2021,74384.0,High Quality,Capital Intensive,81.46,Shareholder Returns
ICICIBANK,Mar 2022,18663.0,High Quality,Capital Intensive,23.1,Mixed
ICICIBANK,Mar 2023,-71460.0,Accrual Risk,Capital Intensive,-81.33,Growth Funded by Debt
ICICIBANK,Mar 2024,12547.0,High Quality,Capital Intensive,12.6,Mixed
ICICIGI,Mar 2013,22.0,High Quality,Capital Intensive,0.52,Mixed
ICICIGI,Mar 2014,-111.0,High Quality,Capital Intensive,-2.42,Mixed
ICICIGI,Mar 2015,73.0,Accrual Risk,Moderate,1.64,Other
ICICIGI,Mar 2016,201.0,High Quality,Moderate,3.81,Shareholder Returns
ICICIGI,Mar 2017,-362.0,High Quality,Capital Intensive,-5.48,Mixed
ICICIGI,Mar 2018,494.0,High Quality,Capital Intensive,6.89,Shareholder Returns
ICICIGI,Mar 2019,120.0,High Quality,Capital Intensive,1.26,Shareholder Returns
ICICIGI,Mar 2020,51.0,High Quality,Capital Intensive,0.52,Shareholder Returns
ICICIGI,Mar 2021,407.0,High Quality,Capital Intensive,4.03,Shareholder Returns
ICICIGI,Mar 2022,944.0,Moderate,Asset Light,6.29,Liquidating Assets
ICICIGI,Mar 2023,605.0,High Quality,Capital Intensive,3.64,Shareholder Returns
ICICIGI,Mar 2024,486.0,High Quality,Capital Intensive,2.71,Shareholder Returns
ICICIPRULI,Mar 2013,-1077.0,Accrual Risk,Moderate,-5.59,Other
ICICIPRULI,Mar 2014,3630.0,Accrual Risk,Capital Intensive,17.81,Other
ICICIPRULI,Mar 2015,-1299.0,Accrual Risk,Moderate,-3.96,Reinvestor
ICICIPRULI,Mar 2016,3661.0,High Quality,Asset Light,19.26,Liquidating Assets
ICICIPRULI,Mar 2017,3434.0,High Quality,Asset Light,9.54,Shareholder Returns
ICICIPRULI,Mar 2018,301.0,High Quality,Capital Intensive,0.81,Shareholder Returns
ICICIPRULI,Mar 2019,3818.0,High Quality,Capital Intensive,9.33,Shareholder Returns
ICICIPRULI,Mar 2020,-2201.0,High Quality,Capital Intensive,-10.31,Shareholder Returns
ICICIPRULI,Mar 2021,2230.0,High Quality,Moderate,2.67,Mixed
ICICIPRULI,Mar 2022,1015.0,High Quality,Asset Light,1.54,Shareholder Returns
ICICIPRULI,Mar 2023,-1056.0,Accrual Risk,Asset Light,-2.02,Reinvestor
ICICIPRULI,Mar 2024,105.0,Accrual Risk,Capital Intensive,0.11,Other
INDIGO,Mar 2013,-149.0,High Quality,Capital Intensive,-1.78,Mixed
INDIGO,Mar 2014,-1319.0,High Quality,Capital Intensive,-12.35,Mixed
INDIGO,Mar 2015,1444.0,High Quality,Moderate,12.01,Shareholder Returns
INDIGO,Mar 2016,1779.0,High Quality,Capital Intensive,13.71,Shareholder Returns
INDIGO,Mar 2017,749.0,High Quality,Capital Intensive,4.58,Shareholder Returns
INDIGO,Mar 2018,-249.0,High Quality,Capital Intensive,-1.25,Mixed
INDIGO,Mar 2019,634.0,High Quality,Capital Intensive,2.21,Shareholder Returns
INDIGO,Mar 2020,2370.0,Accrual Risk,Capital Intensive,7.48,Reinvestor
INDIGO,Mar 2021,1608.0,Accrual Risk,Capital Intensive,10.99,Other
INDIGO,Mar 2022,3591.0,Accrual Risk,Moderate,14.15,Liquidating Assets
INDIGO,Mar 2023,8664.0,Accrual Risk,Moderate,18.08,Reinvestor
INDIGO,Mar 2024,9424.0,High Quality,Capital Intensive,17.93,Shareholder Returns
INDUSINDBK,Mar 2013,-660.0,Accrual Risk,Asset Light,-33.9,Growth Funded by Debt
INDUSINDBK,Mar 2014,-4280.0,Accrual Risk,Asset Light,-167.51,Growth Funded by Debt
INDUSINDBK,Mar 2015,-1697.0,Accrual Risk,Asset Light,-54.17,Growth Funded by Debt
INDUSINDBK,Mar 2016,-3185.0,Accrual Risk,Asset Light,-76.05,Growth Funded by Debt
INDUSINDBK,Mar 2017,11284.0,High Quality,Asset Light,198.52,Shareholder Returns
INDUSINDBK,Mar 2018,-20917.0,Accrual Risk,Asset Light,-319.1,Growth Funded by Debt
INDUSINDBK,Mar 2019,-7022.0,Accrual Risk,Asset Light,-75.64,Growth Funded by Debt
INDUSINDBK,Mar 2020,-11513.0,Accrual Risk,Asset Light,-91.29,Distress Signal
INDUSINDBK,Mar 2021,44420.0,High Quality,Asset Light,277.68,Shareholder Returns
INDUSINDBK,Mar 2022,16249.0,High Quality,Asset Light,102.58,Shareholder Returns
INDUSINDBK,Mar 2023,-12879.0,Accrual Risk,Asset Light,-82.96,Growth Funded by Debt
INDUSINDBK,Mar 2024,-17468.0,Accrual Risk,Asset Light,-99.04,Pre-Revenue
INFY,Mar 2013,4451.0,Moderate,Moderate,38.58,Reinvestor
INFY,Mar 2014,7262.0,Moderate,Moderate,54.23,Reinvestor
INFY,Mar 2015,9352.0,Moderate,Asset Light,62.84,Liquidating Assets
INFY,Mar 2016,9143.0,Moderate,Asset Light,53.53,Reinvestor
INFY,Mar 2017,-3133.0,Moderate,Capital Intensive,-16.84,Reinvestor
INFY,Mar 2018,17751.0,Moderate,Moderate,94.31,Liquidating Assets
INFY,Mar 2019,14209.0,Moderate,Asset Light,70.45,Reinvestor
INFY,Mar 2020,16672.0,High Quality,Asset Light,74.87,Shareholder Returns
INFY,Mar 2021,15851.0,High Quality,Moderate,56.84,Shareholder Returns
INFY,Mar 2022,17400.0,High Quality,Moderate,55.25,Shareholder Returns
INFY,Mar 2023,21396.0,Moderate,Asset Light,60.91,Reinvestor
INFY,Mar 2024,20117.0,Moderate,Moderate,55.23,Reinvestor
IOC,Mar 2013,46.0,High Quality,Asset Light,0.33,Mixed
IOC,Mar 2014,5601.0,High Quality,Moderate,32.52,Shareholder Returns
IOC,Mar 2015,35877.0,High Quality,Asset Light,339.26,Shareholder Returns
IOC,Mar 2016,12014.0,High Quality,Moderate,54.51,Shareholder Returns
IOC,Mar 2017,10532.0,High Quality,Moderate,30.84,Shareholder Returns
IOC,Mar 2018,11996.0,High Quality,Moderate,28.8,Shareholder Returns
IOC,Mar 2019,-9822.0,Moderate,Moderate,-27.85,Mixed
IOC,Mar 2020,-21955.0,Accrual Risk,Moderate,-136.77,Mixed
IOC,Mar 2021,26715.0,High Quality,Moderate,66.91,Shareholder Returns
IOC,Mar 2022,4453.0,High Quality,Moderate,9.32,Shareholder Returns
IOC,Mar 2023,1614.0,High Quality,Moderate,5.26,Shareholder Returns
IOC,Mar 2024,39635.0,High Quality,Moderate,52.4,Shareholder Returns
IRCTC,Mar 2015,23.0,Moderate,Moderate,15.13,Reinvestor
IRCTC,Mar 2016,295.0,High Quality,Asset Light,155.26,Liquidating Assets
IRCTC,Mar 2017,432.0,High Quality,Moderate,137.58,Liquidating Assets
IRCTC,Mar 2018,64.0,Accrual Risk,Asset Light,23.36,Liquidating Assets
